licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county,Full_address,latitude,longitude,g_address
N0199,Publican's Licence (7-Day Ordinary),Christopher Kearns And Anne Delaney,Delaneys Bar,,83 & 83a North King St.,,,Dublin 7,"Delaneys Bar, 83 & 83a North King St., Dublin 7",53.349842,-6.2784733,"83 King St N, Smithfield, Dublin 7, D07 PF51, Ireland"
N0018,Publican's Licence (7-Day Ordinary),Brantive Limited,The Big Tree,,39 40 41 And 41a Lower Dorset St &,495/497 North Circular Road,,Dublin 7,"The Big Tree, 39 40 41 And 41a Lower Dorset St &, 495/497 North Circular Road, Dublin 7",53.3598387,-6.260819199999999,"Dorset Street Lower, Ballybough, Dublin 1, Ireland"
1012782,Publican's Licence (7-Day Ordinary),Sinead Mulhall,The Hideout,,The Hideout,1-2 Campbells Row,North Circular Road,Dublin 7,"The Hideout, The Hideout, 1-2 Campbells Row, North Circular Road, Dublin 7",53.3597342,-6.2569697,"1-3 Campbells Row Ballybough Dublin 1 D01 VP03 Campbells Row, Ballybough, Dublin 1, D01 VP03, Ireland"
N0232,Publican's Licence (7-Day Ordinary),Crown Foods Limited,The Bohemian House,Alan Mcgeough,66 & Part Of 67 Phibsborough Rd,Cellar Of 355/357 North Circular Road,,Dublin 7,"The Bohemian House, 66 & Part Of 67 Phibsborough Rd, Cellar Of 355/357 North Circular Road, Dublin 7",53.36099129999999,-6.272937100000001,"67 Phibsborough Rd, Phibsborough, Dublin 7, D07 ED66, Ireland"
N0060,Publican's Licence (7-Day Ordinary),Claremount Newclub Limited,The Legal Eagle,,Chancery Place,,,Dublin 7,"The Legal Eagle, Chancery Place, Dublin 7",53.3458596,-6.27213,"1-2 Chancery Place, Inns Quay, Dublin 1, Ireland"
1002655,Publican's Licence (7-Day Ordinary),Generator Properties Dublin Limited,Formerly Chief O'neill's,,East Side Smithfield Square,Bounded By Duck Lane And Jameson Lane,Smithfield,Dublin 7,"Formerly Chief O'neill's, East Side Smithfield Square, Bounded By Duck Lane And Jameson Lane, Smithfield, Dublin 7",53.348418,-6.2782097,"Smithfield, Dublin, Ireland"
N0234,Publican's Licence (7-Day Ordinary),Inver Inns Limited,The Hut,Colm Mohan,159 Phibsborough Road,,,Dublin 7,"The Hut, 159 Phibsborough Road, Dublin 7",53.3609994,-6.2725845,"159 Phibsborough Rd, Phibsborough, Dublin, D07 HA21, Ireland"
N1983,Publican's Licence (7-Day Ordinary),Watercourse Distillery Limited,The Old Jameson Distillery,,Bow Street Distillery & An Extension Attached,To & Adjoining The Said Licenced Premises,Smithfield,Dublin 7,"The Old Jameson Distillery, Bow Street Distillery & An Extension Attached, To & Adjoining The Said Licenced Premises, Smithfield, Dublin 7",53.3483761,-6.2773544,"Bow St, Smithfield Village, Dublin 7, Ireland"
N0235,Publican's Licence (7-Day Ordinary),Dinaltic Limited,John Doyles Pub,,160 160a & 161 Phibsborough Road,361 North Circular Road,,Dublin 7,"John Doyles Pub, 160 160a & 161 Phibsborough Road, 361 North Circular Road, Dublin 7",53.3608998,-6.272478,"160/161 Phibsborough Rd, Phibsborough, Dublin 7, D07 R26N, Ireland"
N0208,Publican's Licence (7-Day Ordinary),The Cavalier Tavern Limited,Mcgowans Of Phibsboro,,18/19 Phibsboro Road,,,Dublin 7,"Mcgowans Of Phibsboro, 18/19 Phibsboro Road, Dublin 7",53.356588,-6.273832,"17 Phibsborough Rd, Phibsborough, Dublin 7, Ireland"
N0187,Publican's Licence (7-Day Ordinary),Pundit Limited,Kavanagh's,Noel Peacock,1/2 Aughrim Street &,48/49 Manor Street,,Dublin 7,"Kavanagh's, 1/2 Aughrim Street &, 48/49 Manor Street, Dublin 7",53.353356,-6.285852999999999,"1 Aughrim St, Stoneybatter, Dublin 7, Ireland"
N0588,Publican's Licence (7-Day Ordinary),Pundit Limited,Breffni Inn,Noel Peacock,27/29 Ashtown Grove,Navan Road,,Dublin 7,"Breffni Inn, 27/29 Ashtown Grove, Navan Road, Dublin 7",53.3705079,-6.323885199999999,"2-, 32 Ashtown Grove, Ashtown, Dublin, Ireland"
N0240,Publican's Licence (7-Day Ordinary),Parkwall Taverns Limited,The Hole In The Wall,,(& Premises Att & Adj),Blackhorse Avenue,,Dublin 7,"The Hole In The Wall, (& Premises Att & Adj), Blackhorse Avenue, Dublin 7",53.3658173,-6.3229389,"345-347 Blackhorse Ave, Phoenix Park, Dublin, D07 V663, Ireland"
N0202,Publican's Licence (7-Day Ordinary),Foxfield Inn Limited,Millennium Bar,,4/5 Parkgate Street,,,Dublin 7,"Millennium Bar, 4/5 Parkgate Street, Dublin 7",53.3480475,-6.2901494,"4 Parkgate St, Arran Quay, Dublin 8, Ireland"
N0192,Publican's Licence (7-Day Ordinary),Halifax Taverns Limited,The Richmond,,119-121 Church Street,,,Dublin 7,"The Richmond, 119-121 Church Street, Dublin 7",53.3511412,-6.2777243,"The Richmond, Brunswick St N, Smithfield, Dublin 7, Ireland"
N0062,Publican's Licence (7-Day Ordinary),Bar P. Projects Limited,Thomas O'brennan Public House,,15 Upper Dominick Street,,,Dublin 7,"Thomas O'brennan Public House, 15 Upper Dominick Street, Dublin 7",53.3536064,-6.2698128,"15 Dominick Street Upper, Phibsborough, Dublin, Co. Dublin, D07 YX96, Ireland"
N0072,Publican's Licence (7-Day Ordinary),Cinetex Limited,The Chancery Inn,,1 Inns Quay,,,Dublin 7,"The Chancery Inn, 1 Inns Quay, Dublin 7",53.345675,-6.271838000000001,"1 Inns Quay, Smithfield, Dublin 7, D07 P497, Ireland"
N0237,Publican's Licence (7-Day Ordinary),Lennie Fitzgerald Investments Limited,The Homestead,,Quarry Road,,,Dublin 7,"The Homestead, Quarry Road, Dublin 7",53.36259339999999,-6.290322199999999,"50 Quarry Rd, Cabra East, Dublin, Ireland"
N0205,Publican's Licence (7-Day Ordinary),Ralvale Limited,Ryans Of Parkgate Street,,28 Parkgate Street,,,Dublin 7,"Ryans Of Parkgate Street, 28 Parkgate Street, Dublin 7",53.3481667,-6.2935959,"28 Parkgate St, Arran Quay, Dublin 8, Ireland"
N0221,Publican's Licence (7-Day Ordinary),The Glimmer Man Limited,The Glimmerman,William Fortune,14/15 Stoneybatter (incl Store In Upper Part Of 13e ),,,Dublin 7,"The Glimmerman, 14/15 Stoneybatter (incl Store In Upper Part Of 13e ), Dublin 7",53.3508467,-6.282031799999999,"14, Stoneybatter, Dublin, D07 RK37, Ireland"
N0206,Publican's Licence (7-Day Ordinary),Brissac Limited,Nancy Hands,,"30, 31 And 32 Parkgate Street",,,Dublin 7,"Nancy Hands, 30, 31 And 32 Parkgate Street, Dublin 7",53.348166,-6.2940051,"30 - 32 Parkgate St, Dublin 8, Co. Dublin, Ireland, Ireland"
N0196,Publican's Licence (7-Day Ordinary),Refresh Hospitality Drumcondra Limited,The Barbers,,1 And 2 Fitzwilliam Place North,(otherwise 19 Grangegorman Lower),,Dublin 7,"The Barbers, 1 And 2 Fitzwilliam Place North, (otherwise 19 Grangegorman Lower), Dublin 7",53.3520736,-6.2798373,"19 Grangegorman Lower, Arran Quay, Dublin 7, Ireland"
N0593,Publican's Licence (7-Day Ordinary),Eighter House Limited,Downeys,,89 Cabra Road,,,Dublin 7,"Downeys, 89 Cabra Road, Dublin 7",53.36120589999999,-6.282972600000001,"89 New Cabra Rd, Glasnevin, Dublin 9, Ireland"
1010753,Publican's Licence (7-Day Ordinary),Diageo Ireland,The Pilot Brewery,,St James Gate,,,Dublin 8,"The Pilot Brewery, St James Gate, Dublin 8",53.3434114,-6.2870906,"St. James's Gate, Dublin 8, Ireland"
S3840,Publican's Licence (7-Day Ordinary),Cormenton Limited,Graingers,,61-63 Meath Street,2 Crostick Alley,,Dublin 8,"Graingers, 61-63 Meath Street, 2 Crostick Alley, Dublin 8",53.3406236,-6.278217499999999,"63 Meath St, Merchants Quay, Dublin, Co. Dublin, D08 P4V2, Ireland"
S1494,Publican's Licence (7-Day Ordinary),Cavemount Inns Limited,Morrisseys,,80/81 Cork Street,,,Dublin 8,"Morrisseys, 80/81 Cork Street, Dublin 8",53.3367912,-6.2878285,"80 Cork St, Ushers, Dublin, Ireland"
1007228,Publican's Licence (7-Day Ordinary),Party Price Limited,The Clock,,110/111 Thomas Street,,,Dublin 8,"The Clock, 110/111 Thomas Street, Dublin 8",53.3428866,-6.279246400000001,"110 Thomas St, Merchants Quay, Dublin, Co. Dublin, D08 C2W7, Ireland"
N1112,Publican's Licence (7-Day Ordinary),Inchicore Inns Limited,Ruby Finnegans,,1a First Avenue,Inchicore,,Dublin 8,"Ruby Finnegans, 1a First Avenue, Inchicore, Dublin 8",53.3425433,-6.3301276,"1A First Ave, Kilmainham, Dublin 10, Ireland"
S1516,Publican's Licence (7-Day Ordinary),Barmal Hospitality Limited,Arthur's,,28 Thomas Street,,,Dublin 8,"Arthur's, 28 Thomas Street, Dublin 8",53.343154,-6.281616,"28 Thomas St, Ushers, Dublin, Ireland"
1011790,Publican's Licence (7-Day Ordinary),"Michael Mcateer, Receiver Of Loshian Limited In Receivership",Nash's Public House,,50 Patrick Street,And 31 And 31a Upper Kevin Street,,Dublin 8,"Nash's Public House, 50 Patrick Street, And 31 And 31a Upper Kevin Street, Dublin 8",53.3389395,-6.272304,"50 Patrick St, Wood Quay, Dublin 8, D08 AR29, Ireland"
S1437,Publican's Licence (7-Day Ordinary),The Clock Tavern Limited,Leonard's Corner Cafe Bar,,1 Clanbrassil Street Upper,And Premises Attached And Adjoining,,Dublin 8,"Leonard's Corner Cafe Bar, 1 Clanbrassil Street Upper, And Premises Attached And Adjoining, Dublin 8",53.332144,-6.275387299999999,"117 S Circular Rd, Merchants Quay, Dublin 8, D08 K522, Ireland"
S0079,Publican's Licence (7-Day Ordinary),Falmount Limited,The Harold House,Gerard Ryan,34/35 Upper Clanbrassil Street,,,Dublin 8,"The Harold House, 34/35 Upper Clanbrassil Street, Dublin 8",53.3300036,-6.2752326,"Harold's Cross, 34-35 Clanbrassil Upper Street, Wood Quay, Dublin, D08 FY00, Ireland"
N1111,Publican's Licence (7-Day Ordinary),Vantage Bars Limited,The Black Lion,,207a Emmet Road & Extensions,Inchicore,,Dublin 8,"The Black Lion, 207a Emmet Road & Extensions, Inchicore, Dublin 8",53.3213668,-6.3937479,"Orchard Rd, Clondalkin, Dublin, Ireland"
S1473,Publican's Licence (7-Day Ordinary),E And C Pubs Limited,The Barn House,,44/45 Dolphins Barn,,,Dublin 8,"The Barn House, 44/45 Dolphins Barn, Dublin 8",53.3322257,-6.292779899999999,"44-45 Dolphin's Barn, Merchants Quay, Dublin 8, Ireland"
S1509,Publican's Licence (7-Day Ordinary),Della Costello,The Old Royal Oak,,11 Kilmainham Lane,,,Dublin 8,"The Old Royal Oak, 11 Kilmainham Lane, Dublin 8",53.3416526,-6.3036847,"11 Kilmainham Ln, Ushers, Dublin, Ireland"
S1475,Publican's Licence (7-Day Ordinary),Stepmark Inns Limited,The Brazen Head,,19/20 Lower Bridge Street,,,Dublin 8,"The Brazen Head, 19/20 Lower Bridge Street, Dublin 8",53.3449326,-6.2763323,"20 Lower Bridge St, Merchants Quay, Dublin, D08 WC64, Ireland"
S1446,Publican's Licence (7-Day Ordinary),William Lowe (dolphins Barn) Limited,Lowes,,27 Dolphins Barn Street,,,Dublin 8,"Lowes, 27 Dolphins Barn Street, Dublin 8",53.3337849,-6.290686699999999,"27 Dolphin's Barn, Merchants Quay, Dublin 8, Ireland"
S1493,Publican's Licence (7-Day Ordinary),Dominic Lydon,Charlie Byrnes,,536/538 South Circular Road,Rialto,,Dublin 8,"Charlie Byrnes, 536/538 South Circular Road, Rialto, Dublin 8",53.3362037,-6.297918999999999,"536-538 S Circular Rd, Ushers, Dublin 8, D08 CC02, Ireland"
S3467,Publican's Licence (7-Day Ordinary),Henry A.crosbie,Vicar Street,,58 And 59 Thomas Street,1/4 Vicar Street And Rear Of 56 And 57 Thomas Street,,Dublin 8,"Vicar Street, 58 And 59 Thomas Street, 1/4 Vicar Street And Rear Of 56 And 57 Thomas Street, Dublin 8",53.3426072,-6.2779827,"58-59 Thomas St, The Liberties, Dublin 8, Ireland"
S0207,Publican's Licence (7-Day Ordinary),Gurth Inns Limited,The Lower Deck,,1/2/3 Portobello Harbour,Basement Ground Floor & Yard Of 1 Richmond Row,Portobello,Dublin 8,"The Lower Deck, 1/2/3 Portobello Harbour, Basement Ground Floor & Yard Of 1 Richmond Row, Portobello, Dublin 8",53.3306899,-6.265301399999999,"1-3 Portobello Harbour, Portobello, Dublin, Ireland"
N1110,Publican's Licence (7-Day Ordinary),Belmaine Developments Limited,The Glen Of Aherlow,,29 Emmet Road,Inchicore,,Dublin 8,"The Glen Of Aherlow, 29 Emmet Road, Inchicore, Dublin 8",53.3406905,-6.3107102,"29 Emmet Rd, Inchicore, Kilmainham, Dublin, D08 N8C3, Ireland"
N0207,Publican's Licence (7-Day Ordinary),Snackton Limited,Liam Walsh's,,36 Parkgate Street,,,Dublin 8,"Liam Walsh's, 36 Parkgate Street, Dublin 8",53.3482102,-6.294495599999999,"s, 36 Parkgate St, Arran Quay, Dublin 8, D08 K8F1, Ireland"
S1519,Publican's Licence (7-Day Ordinary),J And M Pubs Limited,The Bird Flanagan,,471/477 South Circular Road,Rialto,,Dublin 8,"The Bird Flanagan, 471/477 South Circular Road, Rialto, Dublin 8",53.336599,-6.2992162,"471 S Circular Rd, Ushers, Dublin, Ireland"
S1456,Publican's Licence (7-Day Ordinary),John Byrne,The Lark Inn,,80/81 Meath Street,,,Dublin 8,"The Lark Inn, 80/81 Meath Street, Dublin 8",53.3417214,-6.2786664,"81 Meath St, Merchants Quay, Dublin, Ireland"
N1115,Publican's Licence (7-Day Ordinary),John Crowe,Timothy Crough,,1 St Vincents Street,Inchicore,,Dublin 8,"Timothy Crough, 1 St Vincents Street, Inchicore, Dublin 8",53.33953760000001,-6.3187335,"1 St Vincent St W, Inchicore, Dublin 8, D08 WT0A, Ireland"
S1513,Publican's Licence (7-Day Ordinary),Wingthorpe Limited,The Brewery Bar,,5/6/7 And 9 Newport Street,,,Dublin 8,"The Brewery Bar, 5/6/7 And 9 Newport Street, Dublin 8",53.34044660000001,-6.2868739,"Newport St, Ushers, Dublin, Ireland"
1009700,Publican's Licence (7-Day Ordinary),Paul Clinton,The Snug Bar,,15 Upper Stephen Street,,,Dublin 8,"The Snug Bar, 15 Upper Stephen Street, Dublin 8",53.341431,-6.266005,"15 Stephen Street Upper, Dublin 8, Ireland"
N1109,Publican's Licence (7-Day Ordinary),Paul Clinton,Mcdowells,,137-139 Emmet Road,And Extension Attached,Inchicore,Dublin 8,"Mcdowells, 137-139 Emmet Road, And Extension Attached, Inchicore, Dublin 8",53.3402577,-6.3167363,"139 Emmet Rd, Inchicore, Kilmainham, Dublin, Ireland"
S2517,Publican's Licence (7-Day Ordinary),Gaelco Limited,Kate Mcauley's,,43 Malpas Street,And 116/117 Clanbrassil Street,,Dublin 8,"Kate Mcauley's, 43 Malpas Street, And 116/117 Clanbrassil Street, Dublin 8",53.336367,-6.2740524,"s, 43 Malpas St, Merchants Quay, Dublin, Ireland"
N0204,Publican's Licence (7-Day Ordinary),Ger Duggan Pubs Limited,Reas Public House,,25 Parkgate Street,,,Dublin 8,"Reas Public House, 25 Parkgate Street, Dublin 8",53.3481564,-6.2932568,"25 Parkgate St, Arran Quay, Dublin 8, Co. Dublin, D08 XR94, Ireland"
S1470,Publican's Licence (7-Day Ordinary),Agnes Browne Limited,The Hill Top Bar/the Wig And Pen,Alanus Carlyle,131 Thomas St,Bridgefoot Street,,Dublin 8,"The Hill Top Bar/the Wig And Pen, 131 Thomas St, Bridgefoot Street, Dublin 8",,,
S0105,Publican's Licence (7-Day Ordinary),Long Lane Taverns Limited,Kavanagh's,,35 New Street,,,Dublin 8,"Kavanagh's, 35 New Street, Dublin 8",53.3363556,-6.2728594,"35 New St S, Wood Quay, Dublin 8, Co. Dublin, D08 V972, Ireland"
S1433,Publican's Licence (7-Day Ordinary),Nedsay Limited,O'sheas Merchant,,"11,12,13 And 14 Lower Bridge Street And",30a And 31/34 Merchants Quay And Part Of 6a And 6b Merchants House,,Dublin 8,"O'sheas Merchant, 11,12,13 And 14 Lower Bridge Street And, 30a And 31/34 Merchants Quay And Part Of 6a And 6b Merchants House, Dublin 8",53.344975,-6.275827,"12a Lower Bridge Street, Dublin, D08 Y271, Ireland"
S1497,Publican's Licence (7-Day Ordinary),Harkin Tavern Limited,The Old Harbour,Gerard Harkin,18 Grand Canal Place North,And 6 Echlin Street,,Dublin 8,"The Old Harbour, 18 Grand Canal Place North, And 6 Echlin Street, Dublin 8",53.34248400000001,-6.288516,"The Old Harbour, 6 Echlin St, Dublin 8, D08 HX3K, Ireland"
S1438,Publican's Licence (7-Day Ordinary),Fair Share Limited,Mvp,,29 Upper Clanbrassil Street,,,Dublin 8,"Mvp, 29 Upper Clanbrassil Street, Dublin 8",53.3303945,-6.275719899999999,"29 Upper Clanbrassil, Merchants Quay, Dublin 8, D08 E1X9, Ireland"
1008283,Publican's Licence (7-Day Ordinary),Runtur Limited,Fallons (the Capstan Bar),,129 The Coombe,,,Dublin 8,"Fallons (the Capstan Bar), 129 The Coombe, Dublin 8",53.3389935,-6.2734055,"129 The Coombe, Merchants Quay, Dublin 8, D08 NP52, Ireland"
S1434,Publican's Licence (7-Day Ordinary),Honfleur Limited,Headline Bar,,116 South Circular Road &,57 Lower Clanbrassil Street,,Dublin 8,"Headline Bar, 116 South Circular Road &, 57 Lower Clanbrassil Street, Dublin 8",53.3324143,-6.2754742,"56-57 Clanbrassil Street Lower, Merchants Quay, Dublin 8, D08 HC79, Ireland"
1014008,Publican's Licence (7-Day Ordinary),Kw Real Estate Icav On Behalf Of Kw Irish Real Estate Fund Xi,The Black And Amber Pubic House,,778 South Circular Road,Islandbridge,,Dublin 8,"The Black And Amber Pubic House, 778 South Circular Road, Islandbridge, Dublin 8",53.3326135,-6.2689182,"House, 778, 8 S Circular Rd, Wood Quay, Dublin 8, Ireland"
S1508,Publican's Licence (7-Day Ordinary),Trout Taverns Limited,Kennys,,174 And Rear Of 173 James Street,,,Dublin 8,"Kennys, 174 And Rear Of 173 James Street, Dublin 8",53.3424238,-6.294490499999999,"174 James St, Ushers, Dublin, Ireland"
1002785,Publican's Licence (7-Day Ordinary),Max Entertainment Management Limited,The Malthouse,,27/28 James Street,,,Dublin 8,"The Malthouse, 27/28 James Street, Dublin 8",53.342929,-6.2909969,"27 James's St, Ushers, Dublin, Co. Dublin, D08 EP89, Ireland"
S1464,Publican's Licence (7-Day Ordinary),Monkey Bars Limited,The Pimlico Tavern,,61 And 62 Pimlico & Extension Attatched And Adjoining Thereto,Namely Facilities At 35 Braithwaite Street,,Dublin 8,"The Pimlico Tavern, 61 And 62 Pimlico & Extension Attatched And Adjoining Thereto, Namely Facilities At 35 Braithwaite Street, Dublin 8",53.3398929,-6.2819427,"Braithwaite St, Merchants Quay, Dublin, Ireland"
S1502,Publican's Licence (7-Day Ordinary),Alltech's Beverage Division Ireland Limited,Mccanns,,117 James' Street,,,Dublin 8,"Mccanns, 117 James' Street, Dublin 8",53.3435385,-6.2891176,"117 James St, Dublin, Ireland"
S1510,Publican's Licence (7-Day Ordinary),Fincroft Limited,The Patriots Inn,,756/760 South Circular Road,,,Dublin 8,"The Patriots Inn, 756/760 South Circular Road, Dublin 8",53.3417399,-6.3074832,"760 S Circular Rd, Kilmainham, Dublin, Ireland"
S0117,Publican's Licence (7-Day Ordinary),Baltimore Taverns Limited,The Lord Edward,,1 Werburgh Street,And 1st Floor Of 2 Werburgh Street,,Dublin 8,"The Lord Edward, 1 Werburgh Street, And 1st Floor Of 2 Werburgh Street, Dublin 8",53.343077,-6.2700589,"23 Christchurch Pl, Wood Quay, Dublin, Ireland"
S3103,Publican's Licence (7-Day Ordinary),Pizza Eille Limited,Ryans,,13 High Street,Christchurch,,Dublin 8,"Ryans, 13 High Street, Christchurch, Dublin 8",53.3481667,-6.2935959,"28 Parkgate St, Arran Quay, Dublin 8, Ireland"
S1468,Publican's Licence (7-Day Ordinary),Kevin O'kelly,The Thomas House,,86 And 87 Thomas Street,,,Dublin 8,"The Thomas House, 86 And 87 Thomas Street, Dublin 8",53.34307339999999,-6.277024099999999,"86 Thomas St, Merchants Quay, Dublin, Ireland"
N1117,Publican's Licence (7-Day Ordinary),Black Horse Inn Limited,Blackhorse Inn,,233/235 Tyrconnell Road,Inchicore,,Dublin 8,"Blackhorse Inn, 233/235 Tyrconnell Road, Inchicore, Dublin 8",53.3345882,-6.3278259,"231 Tyrconnell Rd, Inchicore, Dublin, Ireland"
S3723,Publican's Licence (7-Day Ordinary),Guinness Storehouse Limited,Guinness Storehouse,,Former Market Street South Guinness Storehouse,"Market Square South, Grand Canal Place","Portland Street West, Robert Street",Dublin 8,"Guinness Storehouse, Former Market Street South Guinness Storehouse, Market Square South, Grand Canal Place, Portland Street West, Robert Street, Dublin 8",53.341874,-6.2867093,"St James's Gate, Dublin 8, Ireland"
S1440,Publican's Licence (7-Day Ordinary),Dolla Inns Limited,Shanahan's,,25 The Coombe,,,Dublin 8,"Shanahan's, 25 The Coombe, Dublin 8",53.3397608,-6.2759031,"27 The Coombe, Merchants Quay, Dublin 8, Ireland"
S1448,Publican's Licence (7-Day Ordinary),Oreito Limited,The Liberty Belle,,33 Francis Street,,,Dublin 8,"The Liberty Belle, 33 Francis Street, Dublin 8",53.3415748,-6.2747759,"33 Francis St, Merchants Quay, Dublin 8, Ireland"
S1467,Publican's Licence (7-Day Ordinary),Clinton T. Kennedy,Tom Kennedy's (public House),,65 Thomas Street,,,Dublin 8,"Tom Kennedy's (public House), 65 Thomas Street, Dublin 8",53.34282,-6.277193899999999,"65 Thomas St, Merchants Quay, Dublin, D08 VOR1, Ireland"
N1123,Publican's Licence (7-Day Ordinary),Sean Noonan,Slatts,,126a Tyrconnell Park,Inchicore,,Dublin 8,"Slatts, 126a Tyrconnell Park, Inchicore, Dublin 8",53.3377747,-6.328836400000001,"126A Tyrconnell Park, Inchicore, Dublin 8, Ireland"
S1465,Publican's Licence (7-Day Ordinary),Green Lounge And Bar Limited,Baker's,,47 Thomas Street And,Ground Floor And Basement Of,48 Thomas Street,Dublin 8,"Baker's, 47 Thomas Street And, Ground Floor And Basement Of, 48 Thomas Street, Dublin 8",53.3426397,-6.2789817,"s, 47 Thomas St, Merchants Quay, Dublin 8, D08 F582, Ireland"
N0082,Publican's Licence (7-Day Ordinary),Patrick Mcgrath Limited,Patrick Mcgrath,Anne Marie Piquet,1 Grattan Parade,,,Dublin 9,"Patrick Mcgrath, 1 Grattan Parade, Dublin 9",53.3627702,-6.260302299999999,"1 Grattan Parade, Drumcondra, Dublin, Ireland"
N0145,Publican's Licence (7-Day Ordinary),Bluewave Taverns Limited,Fagans,,146 Lower Drumcondra Road,,Drumcondra,Dublin 9,"Fagans, 146 Lower Drumcondra Road, Drumcondra, Dublin 9",53.3674505,-6.2559752,"146 Drumcondra Rd Lower, Drumcondra, Dublin 9, Ireland"
N0142,Publican's Licence (7-Day Ordinary),Seamus Gallagher And Mary Gallagher,Kitty Kiernans,Seamus Gallagher,61 & 63 Collins Avenue West,,Rear Of 65 Collins Ave West,Dublin 9,"Kitty Kiernans, 61 & 63 Collins Avenue West, Rear Of 65 Collins Ave West, Dublin 9",53.37671100000001,-6.2232614,"61-63 Collins Avenue, Grace Park, Dublin, Ireland"
N0173,Publican's Licence (7-Day Ordinary),Pilton Limited,The Swiss Cottage,,Swords Road,Santry,,Dublin 9,"The Swiss Cottage, Swords Road, Santry, Dublin 9",53.39601769999999,-6.2451519,"The Swiss Cottage, Swords Rd, Santry, Whitehall, Dublin, Ireland"
N0147,Publican's Licence (7-Day Ordinary),Ivy Houses Limited,The Ivy House /patrick Carthy And Sons,,114 Upper Drumcondra Road,,,Dublin 9,"The Ivy House /patrick Carthy And Sons, 114 Upper Drumcondra Road, Dublin 9",53.37243549999999,-6.2522436,"114 Drumcondra Rd Upper, Drumcondra, Dublin 9, Ireland"
N0236,Publican's Licence (7-Day Ordinary),Hedigan's Limited,P. Hedigan - The Brian Boru,,Brian Boru House,No 5 Prospect Road,Glasnevin,Dublin 9,"P. Hedigan - The Brian Boru, Brian Boru House, No 5 Prospect Road, Glasnevin, Dublin 9",53.3652057,-6.271908199999999,"5 Prospect Road Glasnevin, Dublin, Ireland"
N0079,Publican's Licence (7-Day Ordinary),Ludwig Kasper And Irmingard Waltraut Kasper,The Temple Bar Tavern,,22-26 Botanic Road,Glasnevin,,Dublin 9,"The Temple Bar Tavern, 22-26 Botanic Road, Glasnevin, Dublin 9",53.3668394,-6.271147699999999,"26 Botanic Rd, Botanic, Glasnevin, Co. Dublin, D09 AK26, Ireland"
N0078,Publican's Licence (7-Day Ordinary),Kathleen Kavanagh,John Kavanagh,,1 Prospect Square,Glasnevin,,Dublin 9,"John Kavanagh, 1 Prospect Square, Glasnevin, Dublin 9",53.369637,-6.271989800000001,"1 Prospect Square, Glasnevin, Dublin, D09 CF72, Ireland"
N0081,Publican's Licence (7-Day Ordinary),Swampside Limited,Tolka House,,10 Glasnevin,,,Dublin 9,"Tolka House, 10 Glasnevin, Dublin 9",53.373737,-6.2687765,"9a Glasnevin Hill Glasnevin Village, Dublin, Ireland"
N0144,Publican's Licence (7-Day Ordinary),Drumcondra Taverns Limited,Kennedys,,132 And 134 Lower Drumcondra Road,And 6 Victoria Lane,,Dublin 9,"Kennedys, 132 And 134 Lower Drumcondra Road, And 6 Victoria Lane, Dublin 9",53.3670578,-6.2556917,"132 Drumcondra Rd Lower, Drumcondra, Dublin, Ireland"
N0155,Publican's Licence (7-Day Ordinary),Glasnevin Inns Limited,The Slipper Public House,,125 Ballymun Road,,,Dublin 9,"The Slipper Public House, 125 Ballymun Road, Dublin 9",53.38533289999999,-6.2656215,"Ballymun Rd, Ballymun, Dublin 11, Ireland"
N0141,Publican's Licence (7-Day Ordinary),Costigo Tavern Limited,The Viscount House,,89 Swords Road,Whitehall,,Dublin 9,"The Viscount House, 89 Swords Road, Whitehall, Dublin 9",53.380972,-6.24578,"89 Swords Rd, Whitehall, Dublin, D09 E1T1, Ireland"
N0080,Publican's Licence (7-Day Ordinary),Quinn Hospitality Ireland Operations 2 Limited,Quinns Of Drumcondra,,42/44 Lower Drumcondra Raod,,,Dublin 9,"Quinns Of Drumcondra, 42/44 Lower Drumcondra Raod, Dublin 9",53.3634752,-6.2580402,"42 Drumcondra Rd Lower, Drumcondra, Dublin 9, Ireland"
N0146,Publican's Licence (7-Day Ordinary),Quinn Hospitality Ireland Operations 4 Limited,The Cat And Cage,,74/76 Upper Drumcondra Road,,,Dublin 9,"The Cat And Cage, 74/76 Upper Drumcondra Road, Dublin 9",53.3711968,-6.2532538,"Upper Drumcondra Road, 74 Drumcondra Rd Upper, Drumcondra South, Drumcondra, Co. Dublin, Ireland"
N0140,Publican's Licence (7-Day Ordinary),The Pilot Lounge Bars Limited,The Goose Tavern,,18/24 Sion Hill Rd,Drumcondra,,Dublin 9,"The Goose Tavern, 18/24 Sion Hill Rd, Drumcondra, Dublin 9",53.37579789999999,-6.239946000000001,"Sion Hill Rd, Whitehall, Dublin 09, Co. Dublin, Ireland"
N0748,Publican's Licence (7-Day Ordinary),Tonville Taverns Limited,The Kilmardinny Inn,,Lorcan Avenue,Santry,,Dublin 9,"The Kilmardinny Inn, Lorcan Avenue, Santry, Dublin 9",53.39122279999999,-6.235383499999999,"Lorcan Ave, Whitehall, Dublin, D09 P623, Ireland"
